-1.000000 	 -1.845098
-0.823909 	 -1.845098
-0.698970 	 -1.845098
-0.602060 	 -1.845098
-0.522879 	 -1.845098
-0.455932 	 -1.845098
-0.397940 	 -1.845098
-0.346787 	 -1.544068
-0.301030 	 -1.544068
-0.259637 	 -1.544068
-0.221849 	 -1.544068
-0.187087 	 -1.367977
-0.154902 	 -1.243038
-0.124939 	 -1.146128
-0.096910 	 -1.000000
-0.070581 	 -1.066947
-0.045757 	 -1.066947
-0.022276 	 -1.000000
0.000000 	 -0.942008
0.021189 	 -0.845098
0.041393 	 -0.942008
0.060698 	 -0.890856
0.079181 	 -0.890856
0.096910 	 -0.845098
0.113943 	 -0.803705
0.130334 	 -0.942008
0.146128 	 -0.890856
0.161368 	 -0.942008
0.176091 	 -0.803705
0.190332 	 -0.803705
0.204120 	 -0.845098
0.217484 	 -0.803705
0.230449 	 -0.845098
0.243038 	 -0.803705
0.255273 	 -0.803705
0.267172 	 -0.845098
0.278754 	 -0.845098
0.290035 	 -0.803705
0.301030 	 -0.803705
0.311754 	 -0.845098
0.322219 	 -0.845098
0.332438 	 -0.845098
0.342423 	 -0.803705
0.352183 	 -0.845098
0.361728 	 -0.803705
0.371068 	 -0.803705
0.380211 	 -0.803705
0.389166 	 -0.803705
0.397940 	 -0.803705
0.406540 	 -0.803705
0.414973 	 -0.890856
0.423246 	 -0.803705
0.431364 	 -0.803705
0.439333 	 -0.803705
0.447158 	 -0.803705
0.454845 	 -0.803705
0.462398 	 -0.803705
0.469822 	 -0.803705
0.477121 	 -0.803705
0.484300 	 -0.803705
0.491362 	 -0.803705
0.498311 	 -0.803705
0.505150 	 -0.803705
0.511883 	 -0.803705
0.518514 	 -0.845098
0.525045 	 -0.845098
0.531479 	 -0.803705
0.537819 	 -0.803705
0.544068 	 -0.803705
0.550228 	 -0.803705
0.556303 	 -0.845098
0.562293 	 -0.845098
0.568202 	 -0.845098
0.574031 	 -0.803705
0.579784 	 -0.845098
0.585461 	 -0.803705
0.591065 	 -0.942008
0.596597 	 -0.845098
0.602060 	 -0.845098
0.607455 	 -0.803705
0.612784 	 -0.845098
0.618048 	 -0.803705
0.623249 	 -0.845098
0.628389 	 -0.803705
0.633468 	 -0.803705
0.638489 	 -0.803705
0.643453 	 -0.803705
0.648360 	 -0.803705
0.653213 	 -0.803705
0.658011 	 -0.803705
0.662758 	 -0.845098
0.667453 	 -0.803705
0.672098 	 -0.803705
0.676694 	 -0.803705
0.681241 	 -0.845098
0.685742 	 -0.803705
0.690196 	 -0.803705
0.694605 	 -0.803705
0.698970 	 -0.803705
